"","case","serial","ref","questnnr","mode","au01_01","au01_02","au01_03","au01_04","au01_05","au01_06","au01_07","au01_08","au01_09","sd01_01","sd01_02","sd01_03","sd01_04","sd01_05","sd01_06","sd01_07","sd01_08","sd01_09","sd01_10","sd01_11","sd01_12","sd01_13","sd01_14","sd01_15","sd01_16","me01_01","me01_02","me01_03","me01_04","me01_05","me01_06","me01_07","me01_08","ko01_01","ko01_02","ko01_03","ko01_04","ko01_05","ko01_06","ko01_07","ko01_08","ko01_09","ko01_10","ko01_11","ko01_12","ko01_13","ko01_14","ko01_15","ko01_16","ko01_17","ko01_18","ko01_19","ko01_20","ko01_21","ko01_22","ko01_23","ko01_24","ko01_25","ko01_26","ko01_27","ko01_28","ko01_29","ko01_30","he01_01","he01_02","he01_03","he01_04","he01_05","he01_06","he01_07","he01_08","he01_09","he01_10","ta01_01","ta01_02","ta01_03","ta01_04","ta01_05","ta01_06","ta01_07","ta01_08","ta01_09","ta01_10","ta01_11","ta01_12","ta01_13","ta01_14","ta01_15","ta01_16","ta01_17","ta01_18","ta01_19","ta01_20","de01","de02_01","de03_01","de04","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time011","time_sum","mailsent","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi"
"248",623,NA,NA,"base","interview",3,3,3,3,3,3,3,2,2,5,1,1,1,4,1,3,6,1,1,5,3,1,2,1,3,5,4,2,2,3,3,2,2,NA,100,77,17,23,51,51,100,NA,NA,46,NA,100,49,83,100,64,100,NA,NA,54,21,100,65,NA,NA,100,100,73,51,5,5,5,6,5,5,6,5,3,4,51,51,41,12,1,32,101,36,85,22,22,9,47,22,32,101,24,101,22,14,1,28,23,6,13,75,115,53,239,97,86,64,112,27,5,886,NA,TRUE,FALSE,11,11,7,6,"0,93"
"249",624,NA,NA,"base","interview",2,4,3,1,1,3,2,1,3,1,1,1,1,3,4,1,4,6,6,5,4,5,4,6,4,2,3,4,6,3,4,4,5,23,27,30,48,80,100,19,29,60,10,43,31,45,36,24,35,43,77,34,33,79,24,6,100,94,33,31,100,100,83,2,2,2,1,2,2,3,2,4,1,68,23,NA,71,NA,83,3,10,11,3,9,83,NA,14,10,22,46,28,101,9,1,22,41,5,4,123,50,35,76,24,7,10,56,25,4,414,NA,TRUE,FALSE,11,11,3,3,"2,09"
"250",625,NA,NA,"base","interview",4,5,4,4,3,1,4,2,2,5,2,3,2,2,2,2,6,3,1,1,1,2,2,4,2,5,3,2,2,5,5,5,2,62,69,90,77,76,72,86,100,29,2,54,37,100,100,76,100,72,18,2,56,90,87,85,26,8,51,65,83,NA,92,5,5,5,5,3,4,5,4,1,3,74,67,70,66,7,67,69,6,17,3,2,4,37,5,3,3,51,50,50,11,1,22,58,5,19,41,70,38,99,104,54,47,52,16,2,542,NA,TRUE,FALSE,11,11,1,1,"1,56"
"251",627,NA,NA,"base","interview",2,4,4,2,3,2,3,2,2,2,3,4,2,2,2,2,2,5,3,6,1,5,3,2,2,4,4,3,3,3,3,4,2,1,80,51,31,11,11,85,85,25,11,11,51,90,90,90,80,80,80,16,1,85,56,51,60,60,11,31,90,21,1,6,5,4,5,5,5,4,4,4,6,26,26,26,11,6,61,81,91,6,21,31,6,31,76,31,16,31,16,61,26,2,23,21,5,48,39,62,36,188,61,31,67,112,17,5,666,NA,TRUE,FALSE,11,11,0,0,"1,3"
"252",630,NA,NA,"base","interview",3,4,4,4,2,3,4,4,3,5,2,2,1,2,2,2,4,2,1,1,1,1,1,1,2,3,4,1,1,3,2,1,2,NA,NA,29,7,29,54,100,100,7,5,100,NA,NA,62,28,47,100,38,NA,4,100,46,42,100,6,6,64,1,1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,49,66,13,46,79,83,56,27,24,25,41,9,6,53,54,44,24,73,13,2,22,20,5,5,100,105,86,219,83,63,4,91,22,4,782,NA,TRUE,FALSE,11,11,13,13,"1,29"
"253",632,NA,NA,"base","interview",1,1,2,3,2,2,1,1,1,4,1,2,2,1,2,1,1,1,1,3,2,2,2,5,2,2,2,2,2,2,2,2,1,NA,51,NA,21,NA,51,60,100,NA,NA,41,NA,100,100,100,61,100,100,NA,NA,100,NA,100,100,6,NA,21,51,100,85,5,6,6,6,5,4,5,5,5,6,51,21,21,31,1,57,51,71,31,51,51,21,41,21,81,21,11,41,51,6,2,27,24,6,23,1637,116,48,184,149,41,85,559,37,13,1334,NA,TRUE,FALSE,11,11,8,7,"0,69"
"254",638,NA,NA,"base","interview",2,4,NA,4,3,3,4,2,2,5,2,2,2,2,2,2,2,2,1,4,3,1,2,2,1,5,2,2,3,4,4,3,4,NA,NA,25,NA,5,89,87,98,NA,NA,35,NA,NA,99,6,97,96,84,NA,NA,NA,NA,15,56,NA,NA,73,NA,NA,79,6,5,5,4,4,4,4,4,4,4,11,13,5,21,7,35,18,42,49,2,NA,NA,NA,NA,NA,NA,16,NA,16,NA,1,23,11,5,15,27,59,21,112,47,18,13,21,10,1,344,NA,TRUE,FALSE,11,11,20,20,"2,37"
"255",639,NA,NA,"base","interview",2,4,4,4,2,3,5,4,2,5,2,3,1,4,4,3,4,5,2,2,2,1,2,5,4,5,5,3,3,5,5,4,3,8,80,100,25,18,51,100,100,60,11,65,62,79,99,73,100,50,71,6,51,77,82,58,87,21,8,70,98,92,51,6,4,4,6,5,5,5,4,3,3,51,56,63,48,51,42,77,78,77,18,14,28,56,5,34,60,50,64,41,12,1,20,36,5,13,106,179,59,305,125,61,115,95,26,4,1088,NA,TRUE,FALSE,11,11,0,0,"0,85"
"256",640,NA,NA,"base","interview",1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,1,1,98,51,80,1,100,60,80,1,1,100,11,90,100,100,100,100,100,6,1,100,51,75,100,51,21,70,100,1,41,6,6,6,6,6,6,6,6,4,6,97,97,16,95,77,98,101,101,98,86,91,97,101,92,98,100,86,101,91,81,1,28,8,6,17,130,214,96,327,139,67,80,179,23,11,1283,NA,TRUE,FALSE,11,11,0,0,"0,66"
"257",641,NA,NA,"base","interview",3,2,2,1,1,1,1,2,1,5,2,2,1,1,3,1,3,2,1,1,1,1,2,1,1,4,4,3,2,2,2,2,2,16,89,4,89,24,59,87,77,2,1,100,52,100,100,100,100,100,60,35,1,100,42,100,100,1,NA,84,100,49,15,5,5,6,6,5,6,6,6,5,6,28,1,10,1,7,13,77,98,98,32,41,1,84,60,92,6,41,89,12,98,1,21,10,5,6,67,106,45,131,73,58,57,66,21,4,634,NA,TRUE,FALSE,11,11,1,1,"1,29"
"258",643,NA,NA,"base","interview",1,2,1,4,2,1,2,1,1,1,1,1,1,1,1,1,2,3,1,2,2,1,2,1,2,4,4,2,2,2,4,3,3,1,100,1,51,1,51,100,100,1,1,51,70,100,100,100,100,100,100,1,1,100,1,100,80,1,51,30,100,1,65,5,5,4,6,5,5,5,5,3,4,51,51,51,41,11,51,101,101,101,51,51,51,82,71,51,31,51,101,51,26,1,26,16,6,93,60,107,41,148,559,70,425,136,27,5,1228,NA,TRUE,FALSE,11,11,0,0,"0,81"
"259",644,NA,NA,"base","interview",1,2,1,4,3,2,2,2,2,6,4,2,1,5,3,1,5,3,2,3,1,1,1,2,3,4,4,3,2,5,4,4,3,7,40,16,43,11,40,59,54,16,12,62,42,64,NA,79,74,90,95,10,14,75,32,51,68,45,19,79,87,NA,31,6,6,6,6,6,6,6,6,6,6,57,50,52,52,51,53,100,100,91,89,92,72,99,90,95,62,99,99,97,96,2,25,39,5,5,150,210,103,339,346,208,127,148,30,16,1682,NA,TRUE,FALSE,11,11,2,2,"0,66"
"260",645,NA,NA,"base","interview",2,2,4,3,4,3,5,4,4,3,1,4,3,4,5,4,3,3,4,2,2,5,4,2,4,5,3,3,4,4,2,2,3,80,5,13,8,8,12,59,58,9,9,10,NA,17,66,4,43,11,9,12,NA,18,22,16,12,23,23,31,85,20,100,5,3,5,4,5,3,5,4,4,3,77,72,32,50,72,40,82,4,21,NA,63,17,19,64,54,42,18,44,32,28,1,20,53,6,2,56,110,35,265,39,16,10,55,22,2,612,NA,TRUE,FALSE,11,11,1,1,"2,01"
"261",646,NA,NA,"base","interview",2,2,1,3,2,1,2,1,1,2,1,1,2,1,1,1,1,2,1,3,1,2,1,2,3,3,2,2,2,3,2,2,1,1,49,9,33,2,50,74,77,14,12,53,26,93,100,79,100,52,100,10,3,100,65,100,67,22,59,100,86,19,97,5,6,6,6,6,5,5,5,3,6,68,20,51,93,4,43,87,95,73,39,23,15,83,53,88,52,17,90,46,40,1,21,30,5,2,60,117,50,124,81,43,56,82,16,2,633,NA,TRUE,FALSE,11,11,0,0,"1,56"
"262",650,NA,NA,"base","interview",2,3,2,4,2,1,3,1,1,3,1,1,1,2,1,1,5,4,1,4,3,3,2,3,6,4,4,4,4,4,2,2,1,52,100,41,50,63,60,53,80,16,19,11,65,70,100,74,65,51,21,1,1,51,65,100,51,6,26,100,51,16,26,5,3,4,6,5,4,5,4,6,4,1,1,11,1,1,21,51,21,16,21,51,1,21,51,33,13,16,51,18,16,2,33,55,5,3,72,107,57,187,128,55,85,100,35,4,833,NA,TRUE,FALSE,11,11,0,0,"1,16"
"263",651,NA,NA,"base","interview",3,2,1,1,1,3,2,1,1,3,3,1,2,1,1,1,3,6,1,6,1,6,1,3,1,4,4,2,2,1,2,2,1,1,46,30,80,16,56,55,71,1,11,95,30,100,100,31,100,100,51,1,3,100,36,85,100,11,6,90,100,100,75,4,6,5,6,6,5,5,5,6,6,51,26,16,16,6,26,101,96,86,81,101,11,101,81,100,101,41,101,21,41,1,20,1,5,4,188,110,106,420,151,58,103,240,26,11,1417,NA,TRUE,FALSE,11,11,1,1,"0,83"
"264",652,NA,NA,"base","interview",2,2,2,4,3,3,2,2,2,3,1,1,1,5,4,1,2,3,1,2,1,1,2,1,1,4,3,2,2,3,2,1,1,1,11,71,65,6,74,24,100,1,1,39,1,16,100,28,100,95,95,1,1,100,50,75,100,75,11,80,100,90,75,6,6,6,6,6,6,6,6,4,5,94,93,48,52,39,53,75,86,87,56,65,58,63,37,77,42,84,83,59,23,1,23,15,6,6,140,216,77,463,175,84,106,179,30,6,1482,NA,TRUE,FALSE,11,11,0,0,"0,74"
"265",653,NA,NA,"base","interview",2,2,1,3,2,1,3,2,2,5,2,3,2,2,4,2,4,5,1,3,4,4,2,5,2,5,4,4,3,4,4,4,2,1,71,51,41,11,80,81,80,11,6,11,11,90,90,90,80,70,70,6,6,90,21,90,80,11,11,41,71,71,80,5,4,4,5,4,5,5,3,4,3,71,71,71,61,21,71,71,71,41,21,41,41,91,51,71,61,61,31,61,61,1,24,18,6,16,80,119,52,249,100,45,51,164,22,3,901,NA,TRUE,FALSE,11,11,0,0,"1,04"
"266",656,NA,NA,"base","interview",3,3,2,3,3,2,3,1,1,5,1,1,1,2,4,2,4,4,2,3,3,3,4,4,4,5,4,3,3,5,4,3,2,1,80,61,11,11,51,90,80,6,1,21,1,11,100,60,100,31,30,1,1,21,11,61,21,16,1,80,80,11,80,5,5,4,5,5,5,5,4,4,3,79,49,43,59,31,68,68,13,21,16,22,47,36,29,35,12,48,38,67,32,1,24,58,6,11,112,113,47,249,162,45,71,84,19,5,918,NA,TRUE,FALSE,11,11,0,0,"0,99"
"267",661,NA,NA,"base","interview",2,2,3,2,1,3,4,2,2,6,1,1,1,2,1,2,5,5,1,4,4,1,1,2,2,1,1,2,1,4,1,1,1,25,21,100,1,16,41,85,60,1,40,NA,NA,11,81,11,100,36,51,41,1,51,46,NA,31,60,NA,60,70,1,51,5,5,5,6,5,5,5,5,1,3,41,41,51,56,NA,46,71,1,41,36,41,21,71,51,51,NA,41,51,46,1,1,20,52,5,13,99,122,43,253,182,34,53,198,36,2,1035,NA,TRUE,FALSE,11,11,3,3,"1,09"
"268",662,NA,NA,"base","interview",5,5,5,5,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,3,5,1,1,1,30,51,100,30,51,11,90,100,40,5,25,51,60,51,51,90,2,71,2,1,51,88,51,1,7,6,70,6,1,80,6,3,4,5,4,4,4,3,1,1,51,51,51,51,71,51,21,21,21,1,4,51,31,11,1,21,5,1,31,1,1,22,48,5,7,76,130,61,190,78,68,86,78,29,3,806,NA,TRUE,FALSE,11,11,0,0,"1,11"
"269",666,NA,NA,"base","interview",2,4,3,2,1,1,2,2,1,3,2,5,5,3,4,2,3,3,4,4,4,3,4,4,2,5,4,5,3,6,4,2,2,NA,100,64,51,68,61,72,100,61,36,69,51,100,100,100,70,99,77,1,1,92,42,82,70,61,4,71,77,59,68,6,4,4,5,4,4,3,3,2,2,87,88,63,76,52,73,75,63,45,51,51,84,51,52,55,54,67,69,83,49,2,21,42,5,5,99,78,54,235,66,41,59,91,19,2,749,NA,TRUE,FALSE,11,11,1,1,"1,4"
"270",669,NA,NA,"base","interview",2,3,2,2,2,2,1,1,1,1,3,2,1,5,2,1,5,2,2,2,2,2,2,2,2,3,4,2,2,2,3,2,2,1,1,1,51,1,1,6,70,1,1,51,45,90,60,36,64,62,100,1,1,77,31,82,83,1,21,51,90,1,46,4,4,4,6,5,5,5,3,5,5,1,1,1,1,1,11,71,91,41,11,51,1,41,31,81,61,1,31,1,1,2,19,17,5,4,75,93,47,141,69,39,55,84,21,4,632,NA,TRUE,FALSE,11,11,0,0,"1,38"
"271",670,NA,NA,"base","interview",3,4,4,4,2,2,3,2,1,4,2,2,3,1,3,1,4,4,1,5,1,4,2,4,3,4,4,3,3,4,3,3,3,1,11,40,30,67,61,83,73,27,28,NA,NA,83,99,66,51,59,40,5,27,54,52,49,87,49,20,90,59,NA,95,6,6,6,6,6,6,6,6,4,6,49,51,40,33,27,24,60,50,20,46,43,41,55,40,61,9,14,39,51,13,2,23,50,6,3,60,180,44,141,380,45,137,60,18,2,1070,NA,TRUE,FALSE,11,11,3,2,"1,4"
"272",673,NA,NA,"base","interview",1,2,3,3,2,2,4,2,1,5,1,4,1,2,1,1,4,2,1,3,2,1,3,3,2,4,3,1,1,4,3,3,2,1,6,71,41,26,90,80,85,6,1,45,31,16,80,11,85,16,70,6,1,70,55,65,40,11,6,60,75,76,85,6,5,5,6,4,5,5,4,6,4,51,51,41,31,41,41,51,71,56,31,41,11,16,6,31,41,51,51,46,6,1,26,24,6,29,84,111,46,267,78,47,165,190,29,10,1056,NA,TRUE,FALSE,11,11,0,0,"0,81"
"273",676,NA,NA,"base","interview",1,4,4,3,2,1,2,2,2,3,1,4,1,1,1,1,5,5,3,6,3,3,2,5,3,5,3,1,1,1,2,1,2,1,71,51,70,1,71,100,100,1,1,1,51,100,100,71,100,51,80,1,1,70,61,71,71,1,1,90,100,51,70,6,6,6,6,6,6,6,5,3,4,51,41,1,41,1,61,101,101,101,51,51,1,101,51,51,1,51,101,101,1,1,22,21,5,23682,66,91,72,180,136,44,64,158,19,6,847,NA,TRUE,FALSE,11,11,3,3,"0,91"
"274",678,NA,NA,"base","interview",3,4,3,3,1,2,5,3,1,6,1,6,3,4,4,4,6,4,3,3,3,2,3,5,2,6,5,4,3,6,5,5,4,30,1,NA,21,33,1,79,100,1,40,5,50,48,65,86,100,79,11,3,1,19,35,100,48,50,3,52,100,1,100,6,5,5,6,5,6,6,5,3,4,51,51,50,41,51,50,95,1,51,51,39,54,94,41,41,1,48,75,76,1,1,21,46,5,3,51,74,31,117,60,45,44,118,28,5,576,NA,TRUE,FALSE,11,11,1,1,"1,5"
"275",680,NA,NA,"base","interview",2,4,2,3,3,2,3,2,1,2,1,1,1,1,1,1,1,1,2,3,1,1,2,3,1,4,4,3,3,2,3,3,3,6,80,78,54,42,100,100,100,3,4,2,91,100,100,100,100,100,100,18,3,100,38,51,100,18,5,82,100,43,100,6,6,6,6,6,6,6,6,3,6,58,58,59,60,43,44,101,94,101,41,59,23,101,90,67,59,16,101,45,39,1,22,33,5,12,1748,97,46,95,225,34,38,55,23,3,707,NA,TRUE,FALSE,11,11,0,0,"1,25"
"276",681,NA,NA,"base","interview",4,3,4,4,4,4,5,1,4,6,4,4,3,5,4,3,2,5,5,5,5,4,4,5,5,3,3,3,3,3,5,4,3,87,25,67,48,48,66,96,83,84,24,76,1,78,24,10,77,49,21,13,7,46,62,8,6,6,22,80,31,18,64,5,4,4,4,2,3,5,3,4,1,78,58,79,64,46,81,70,48,34,20,31,54,5,35,9,24,31,14,65,7,1,19,52,5,243,58,87,42,244,89,50,74,81,40,4,780,NA,TRUE,FALSE,11,11,0,0,"1,01"
"277",682,NA,NA,"base","interview",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,100,1,6,1,100,3,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,3,1,1,43,1,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,19,9,11,61,5,2,1,43,9,16,178,NA,TRUE,FALSE,11,11,87,87,"2,66"
"278",683,NA,NA,"base","interview",2,3,2,2,2,3,3,1,2,2,2,1,1,1,1,1,3,2,1,4,2,1,4,2,2,2,2,2,2,2,2,2,2,1,100,52,52,41,72,70,80,1,1,51,49,83,100,53,100,100,100,1,1,100,72,48,89,31,15,86,100,68,30,5,6,6,6,6,6,6,6,5,6,4,4,4,3,42,41,92,3,66,48,50,6,78,43,87,36,4,72,3,17,1,27,19,6,15,125,185,142,368,111,54,58,93,30,10,1191,NA,TRUE,FALSE,11,11,0,0,"0,75"
"279",684,NA,NA,"base","interview",1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,3,3,NA,51,51,51,NA,NA,36,80,NA,NA,51,NA,100,51,100,100,100,100,NA,NA,100,51,51,100,NA,NA,NA,100,NA,70,6,6,NA,6,6,6,6,6,6,6,52,51,8,50,51,52,53,100,101,54,52,53,52,52,72,52,50,51,51,52,1,23,19,5,42,49,119,45,200,59,66,94,85,18,5,782,NA,TRUE,FALSE,11,11,10,9,"1,07"
"280",685,NA,NA,"base","interview",5,5,4,4,2,2,4,2,3,6,2,5,5,2,5,1,5,6,1,3,4,5,5,5,5,5,5,5,4,5,5,5,5,44,61,25,100,56,1,100,61,60,1,1,1,100,100,51,51,100,51,1,76,100,59,41,21,1,1,51,100,1,1,5,2,3,5,4,3,5,4,2,2,71,71,101,37,38,41,3,49,2,9,14,46,59,12,13,2,8,1,20,1,3,27,4,6,5,63,107,45,155,88,31,80,82,25,6,687,NA,TRUE,FALSE,11,11,0,0,"1,24"
"281",687,NA,NA,"base","interview",1,1,3,2,2,2,2,2,2,2,1,2,1,1,2,1,2,5,1,2,2,1,2,2,1,5,5,5,3,4,4,3,3,NA,22,52,53,49,55,70,83,NA,NA,16,NA,98,100,100,100,100,64,14,NA,100,47,52,82,44,NA,100,100,51,96,6,6,6,6,5,6,6,6,4,6,35,32,34,35,35,69,85,85,77,56,69,45,71,NA,53,65,50,52,51,39,1,23,23,6,6,72,72,60,2621,215,94,40,121,23,3,896,NA,TRUE,FALSE,11,11,1,1,"1,08"
"282",689,NA,NA,"base","interview",1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,1,2,2,1,3,1,1,2,2,2,2,1,1,1,1,1,1,1,NA,51,NA,78,NA,57,55,68,NA,NA,51,51,64,71,100,74,100,39,NA,NA,100,NA,100,100,NA,NA,25,100,45,39,5,5,5,4,6,6,6,6,6,6,53,52,44,45,48,62,67,62,92,55,55,32,56,56,56,86,49,77,55,55,2,21,20,5,5,54,100,57,119,89,51,58,104,21,5,663,NA,TRUE,FALSE,11,11,8,7,"1,26"
"283",691,NA,NA,"base","interview",2,3,3,3,2,2,1,1,1,5,2,1,3,4,1,1,4,1,1,1,1,1,3,4,2,3,4,4,3,3,4,5,2,11,95,51,76,31,56,51,100,1,1,90,80,100,100,100,100,100,90,1,1,100,30,71,95,1,1,21,100,100,100,6,6,6,6,6,5,6,6,5,5,18,16,16,16,12,21,101,101,101,91,91,16,101,71,91,71,21,96,71,26,1,24,20,5,7,114,151,45,300,91,87,59,127,25,9,1015,NA,TRUE,FALSE,11,11,0,0,"0,91"
"284",692,NA,NA,"base","interview",2,3,2,3,2,2,2,2,2,1,1,1,1,1,1,1,3,2,1,5,3,2,2,2,2,5,3,4,4,4,4,3,3,31,71,1,59,1,58,57,100,1,1,54,9,100,80,58,100,90,95,1,1,90,53,82,82,1,9,45,100,30,100,5,5,5,5,5,5,5,5,2,5,66,69,8,8,21,25,101,101,101,82,82,8,101,91,91,94,17,99,27,49,1,26,24,7,21,257,190,66,289,104,60,57,170,41,8,1263,NA,TRUE,FALSE,11,11,0,0,"0,7"
"285",693,NA,NA,"base","interview",3,4,3,4,2,3,4,1,1,4,4,1,1,4,6,2,5,3,2,3,3,2,4,5,2,2,2,1,1,4,5,3,2,75,6,80,1,90,44,95,56,90,1,60,11,59,100,11,70,51,21,22,41,51,51,70,70,21,65,66,6,NA,51,2,4,4,3,5,6,5,4,2,4,51,51,92,33,33,62,6,17,17,11,11,22,5,40,16,1,51,1,51,1,2,24,82,5,18,85,125,90,264,192,76,109,153,43,11,1166,NA,TRUE,FALSE,11,11,1,1,"0,66"
"286",694,NA,NA,"base","interview",2,2,2,3,2,1,4,2,3,4,1,1,2,2,1,2,4,1,1,2,1,1,3,2,1,3,3,2,2,2,5,3,2,10,33,42,43,45,19,95,100,18,15,53,15,59,90,36,100,68,100,5,1,8,51,74,60,31,86,78,3,2,65,5,5,4,6,6,5,6,5,3,5,31,11,19,22,11,34,84,74,45,57,43,33,60,54,53,29,56,52,39,19,1,22,44,5,4,74,118,64,189,90,42,63,101,27,2,774,NA,TRUE,FALSE,11,11,0,0,"1,35"
"287",695,NA,NA,"base","interview",2,2,2,3,1,1,3,2,1,3,1,2,2,1,2,2,2,2,2,3,3,3,2,5,3,4,3,3,3,3,3,2,3,1,3,27,78,100,86,81,100,33,5,55,90,100,100,100,100,67,80,3,1,80,73,68,87,6,5,64,100,66,100,6,6,6,6,6,6,4,5,3,3,20,30,46,28,29,62,101,NA,84,37,47,48,88,98,95,10,41,97,59,48,1,21,11,5,2,29,54,24,83,41,24,30,49,13,2,351,NA,TRUE,FALSE,11,11,1,1,"2,35"
"288",696,NA,NA,"base","interview",4,5,5,4,2,3,4,1,3,6,2,5,4,2,6,1,6,4,1,3,3,1,1,4,1,5,4,1,1,5,4,1,1,NA,52,45,49,48,24,71,87,NA,79,NA,NA,52,100,100,82,65,30,66,51,100,100,100,62,100,48,38,84,3,100,6,6,5,6,6,6,6,6,3,6,52,45,30,9,11,49,60,48,15,7,62,4,88,52,69,16,51,71,60,37,2,27,52,5,3,82,121,43,159,124,48,54,71,22,6,733,NA,TRUE,FALSE,11,11,3,2,"1,26"
"289",697,NA,NA,"base","interview",1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,3,3,1,1,3,2,2,1,1,NA,100,100,22,59,85,100,NA,100,NA,NA,NA,100,NA,100,100,100,30,NA,100,23,NA,100,100,58,100,NA,NA,99,6,6,6,6,6,6,6,6,1,6,101,101,101,101,101,101,101,101,84,83,84,82,84,84,84,85,84,83,84,84,2,30,49,7,31,85,186,63,207,102,65,69,158,74,13,1053,NA,TRUE,FALSE,11,11,7,7,"0,7"
"290",701,NA,NA,"base","interview",1,1,1,2,1,1,2,1,1,4,1,1,1,4,1,1,1,2,1,1,1,2,1,4,1,6,6,5,1,4,4,3,5,1,18,18,54,55,82,30,100,1,1,1,1,51,100,73,100,70,100,60,1,86,1,100,100,1,1,100,100,1,100,6,6,6,6,6,6,6,3,4,6,51,51,18,51,51,81,64,37,37,77,74,18,90,87,90,1,64,52,1,37,1,24,37,6,20,69,96,58,144,92,47,49,78,22,14,689,NA,TRUE,FALSE,11,11,0,0,"1,03"
"291",705,NA,NA,"base","interview",1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,3,3,2,1,1,1,1,1,100,11,73,1,52,59,100,1,1,80,25,100,74,100,100,100,100,1,1,100,28,58,100,34,1,12,100,NA,80,6,6,6,6,6,6,6,6,3,6,51,11,7,6,10,51,101,101,101,32,51,14,81,51,81,51,17,101,51,51,1,24,17,6,14,103,145,71,189,79,72,86,101,27,6,893,NA,TRUE,FALSE,11,11,1,1,"0,88"
"292",706,NA,NA,"base","interview",3,4,1,2,1,2,4,2,1,6,2,1,4,1,5,1,3,6,1,1,2,1,3,3,1,3,3,1,1,3,3,2,1,1,80,14,61,11,7,84,78,27,1,74,34,100,NA,76,83,59,86,11,1,98,25,13,91,74,25,85,96,12,13,5,5,6,6,3,5,6,5,2,2,49,32,31,16,32,48,67,1,76,11,10,24,73,24,10,17,3,71,58,2,2,26,23,6,8,95,156,65,176,84,49,52,90,21,9,805,NA,TRUE,FALSE,11,11,1,1,"1,02"
"293",709,NA,NA,"base","interview",2,2,4,2,2,2,2,2,2,3,1,1,1,1,2,1,1,5,1,5,6,6,3,6,2,5,5,5,5,6,6,6,6,1,1,31,16,100,100,100,100,42,1,1,27,100,100,90,82,52,52,1,1,67,42,100,52,6,12,10,100,84,59,5,5,4,6,3,4,6,4,2,3,101,98,101,95,57,101,101,56,25,37,37,92,65,52,48,5,62,91,93,13,2,21,46,5,4,87,106,42,173,85,50,72,80,19,8,726,NA,TRUE,FALSE,11,11,0,0,"1,22"
"294",710,NA,NA,"base","interview",3,3,2,2,2,2,3,2,2,4,1,1,2,1,2,2,1,4,1,2,2,2,2,3,1,4,3,3,3,5,5,5,4,6,67,80,2,18,88,100,87,70,1,74,5,98,100,87,89,77,31,20,7,73,63,49,58,1,29,78,100,75,100,5,5,5,6,5,6,6,5,3,5,86,74,81,63,20,91,92,36,8,22,27,65,53,47,70,1,67,71,81,14,1,25,56,5,3,66,105,41,146,83,133,54,78,38,10,757,NA,TRUE,FALSE,11,11,0,0,"1,2"
"295",712,NA,NA,"base","interview",2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,6,1,6,1,3,3,3,6,3,2,2,2,1,2,1,3,1,84,21,84,1,100,100,84,12,25,47,34,100,100,80,100,86,49,1,12,100,31,100,100,49,1,46,100,90,33,6,6,6,6,6,6,6,6,2,5,88,78,51,13,40,88,101,92,92,21,21,5,101,72,101,53,36,101,14,13,1,23,31,5,2,86,190,110,354,149,70,68,176,24,9,1238,NA,TRUE,FALSE,11,11,0,0,"0,92"
"296",713,NA,NA,"base","interview",3,4,4,4,2,1,4,2,3,4,2,5,3,2,5,1,4,4,4,6,3,6,6,6,5,5,4,1,3,3,5,3,1,21,51,6,2,33,6,76,1,18,1,11,100,51,100,100,51,40,11,1,51,51,26,100,26,1,10,76,100,3,1,5,4,5,6,2,1,2,4,1,3,54,34,70,9,1,101,51,37,1,11,11,26,26,51,16,1,26,26,24,34,3,24,66,7,15,84,152,59,216,128,65,110,159,31,10,1029,NA,TRUE,FALSE,11,11,0,0,"0,76"
"297",714,NA,NA,"base","interview",2,3,3,4,2,1,3,2,1,5,6,2,4,4,2,1,5,3,1,2,2,2,4,4,2,4,5,2,1,4,4,3,2,35,76,51,62,38,19,100,77,34,1,50,71,100,84,77,100,95,71,19,39,86,45,100,73,49,36,87,100,NA,28,6,4,4,5,4,5,6,4,5,5,54,36,78,51,24,33,100,73,40,51,51,31,99,77,51,2,51,98,80,38,1,23,19,5,231,71,87,33,131,68,41,43,77,14,4,580,NA,TRUE,FALSE,11,11,1,1,"1,29"
