"","case","serial","ref","questnnr","mode","au01_01","au01_02","au01_03","au01_04","au01_05","au01_06","au01_07","au01_08","au01_09","sd01_01","sd01_02","sd01_03","sd01_04","sd01_05","sd01_06","sd01_07","sd01_08","sd01_09","sd01_10","sd01_11","sd01_12","sd01_13","sd01_14","sd01_15","sd01_16","ko01_02","ko01_03","ko01_04","ko01_05","ko01_06","ko01_07","ko01_08","ko01_09","ko01_10","ko01_11","ko01_12","ko01_13","ko01_14","ko01_15","ko01_16","ko01_17","ko01_18","ko01_19","ko01_20","ko01_21","ko01_22","ko01_23","ko01_24","ko01_25","ko01_26","ko01_27","ko01_28","ko01_29","ko01_30","ko01_31","mi01_01","mi01_02","mi01_03","mi01_04","mi01_05","mi01_06","mi01_07","mi01_08","ta01_01","ta01_02","ta01_03","ta01_04","ta01_05","ta01_06","ta01_07","ta01_08","ta01_09","ta01_10","ta01_11","ta01_12","ta01_13","ta01_14","ta01_15","ta01_16","ta01_17","ta01_18","ta01_19","ta01_20","ta01_21","ta01_22","ta01_23","ta01_24","ta01_25","ta01_26","ta01_27","ta01_28","ta01_29","ta01_30","ta01_31","ta01_32","ta01_33","ta01_34","ta01_35","ta01_36","ta01_37","ta01_38","ta01_39","ta01_40","de01_01","de02","de03_01","de04","time001","time002","time003","time004","time005","time006","time007","time008","time009","time010","time_sum","mailsent","finished","q_viewer","lastpage","maxpage","missing","missrel","time_rsi"
"179",596,NA,NA,"base","interview",3,5,3,3,2,2,5,2,4,1,1,6,6,1,6,1,6,6,1,NA,1,6,1,6,6,7,1,11,6,11,8,6,7,4,2,1,1,1,11,8,9,1,1,1,1,11,6,1,10,11,1,11,11,1,11,6,6,6,6,6,6,6,1,11,1,11,1,11,11,9,11,11,11,10,6,5,11,11,10,11,9,9,9,1,8,1,3,1,9,6,8,8,3,11,11,11,8,11,11,1,11,8,10,19,2,7,4,3,39,1669,74,48,25,9,73,67,2,458,NA,TRUE,FALSE,10,10,2,1,"2,04"
"180",597,NA,NA,"base","interview",1,3,2,3,1,1,4,2,1,4,1,1,1,4,6,1,3,1,1,1,1,1,3,2,1,NA,6,6,6,7,6,11,6,NA,NA,9,NA,11,11,6,11,3,11,6,NA,11,6,11,11,NA,NA,11,11,6,1,5,2,2,2,3,4,3,2,6,1,6,1,6,6,6,6,6,6,6,6,6,6,11,6,6,6,6,6,1,6,6,11,11,4,6,6,6,6,6,6,6,6,3,6,1,6,1,6,23,2,5,4,36,106,100,180,97,65,29,213,96,7,929,NA,TRUE,FALSE,10,10,5,4,"0,81"
"181",598,NA,NA,"base","interview",1,3,3,3,2,2,1,1,1,4,2,1,2,1,1,1,3,3,1,3,1,1,1,3,1,1,10,2,4,2,3,3,6,1,1,6,11,7,11,5,11,9,10,1,1,11,4,3,11,3,1,11,11,11,10,4,4,2,3,2,2,2,1,10,1,4,1,7,2,7,6,6,4,8,8,5,4,5,7,8,4,9,6,4,3,2,7,6,2,3,4,4,9,7,6,4,3,3,5,1,8,2,3,21,2,5,4,280,240,128,209,105,832,63,235,32,9,1086,NA,TRUE,FALSE,10,10,1,0,"0,61"
"182",602,NA,NA,"base","interview",1,2,1,3,1,1,4,1,1,3,1,1,1,3,2,1,6,6,1,5,1,1,1,1,1,1,6,NA,7,1,7,7,10,1,2,2,NA,11,1,11,11,11,11,NA,2,11,7,11,11,NA,NA,6,11,NA,5,4,4,2,2,3,1,2,3,6,1,5,1,6,4,8,10,6,6,6,6,9,5,6,6,6,6,6,6,4,6,6,6,6,6,NA,5,6,9,6,3,6,1,3,6,NA,3,6,2,22,1,3,4,37,79,114,191,91,49,49,212,34,4,860,NA,TRUE,FALSE,10,10,5,4,"0,94"
"183",603,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,6,1,6,1,1,1,1,2,1,6,11,11,1,6,2,6,1,1,11,6,11,6,11,6,11,11,6,1,6,1,11,11,1,1,1,6,6,6,1,1,1,1,1,1,1,1,6,1,4,1,6,3,6,6,5,6,6,6,5,11,9,6,6,6,6,6,11,6,11,5,7,6,6,11,6,6,NA,5,5,6,6,5,5,5,5,5,24,1,1,7,4,48,122,133,97,34,27,191,24,9,689,NA,TRUE,FALSE,10,10,2,1,"1,37"
"184",606,NA,NA,"base","interview",1,1,2,1,1,2,2,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,2,8,2,9,9,9,1,1,8,8,11,9,11,11,11,11,2,1,11,2,9,11,2,2,2,11,9,4,2,NA,4,1,2,2,1,2,5,3,6,1,4,4,6,6,4,5,7,8,8,10,11,6,6,6,10,9,9,7,8,9,10,5,6,8,7,7,4,3,3,3,4,3,4,5,3,3,22,2,2,4,41,160,130,169,79,44,41,2318,25,8,871,NA,TRUE,FALSE,10,10,2,1,"0,82"
"185",612,NA,NA,"base","interview",2,1,2,3,2,1,2,1,1,2,1,1,1,3,4,1,4,1,1,1,1,1,1,1,1,2,8,3,10,1,11,8,11,1,1,2,6,11,11,8,11,11,11,1,1,11,2,11,11,2,NA,5,11,8,11,2,5,2,1,2,3,2,2,7,3,1,1,8,1,8,6,3,1,11,11,NA,11,11,5,11,11,5,4,8,10,NA,8,11,5,4,8,6,11,1,1,1,1,1,1,1,1,7,1,25,1,1,7,118,84,138,311,102,76,46,245,46,8,1068,NA,TRUE,FALSE,10,10,3,2,"0,7"
"186",618,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,3,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,6,3,9,1,9,6,7,1,1,8,6,11,11,11,11,9,11,1,1,6,6,11,11,4,1,1,11,9,7,2,2,2,2,1,3,2,2,4,1,3,1,9,3,5,3,4,3,11,8,10,11,11,8,7,11,10,6,10,5,10,9,8,5,6,10,6,6,3,4,1,4,2,1,3,2,2,1,24,1,2,4,14,54,111,159,108,70,23,136,44,3,722,NA,TRUE,FALSE,10,10,1,0,"1,15"
"187",701,NA,NA,"base","interview",3,4,4,4,1,1,3,3,2,5,3,2,1,6,2,5,5,2,2,4,3,4,4,6,3,4,2,2,2,4,2,9,4,5,2,3,3,9,10,1,4,5,1,1,1,9,5,2,2,1,2,2,2,2,2,2,1,1,1,2,2,NA,1,2,2,9,3,2,10,10,10,10,2,9,4,8,2,9,9,3,6,9,1,1,8,9,9,3,3,10,4,10,4,2,1,2,1,2,2,6,2,1,2,54,2,3,4,6,112,126,158,118,55,33,153,38,4,803,NA,TRUE,FALSE,10,10,2,1,"1,1"
"188",769,NA,NA,"base","interview",3,3,2,1,2,1,2,1,1,4,1,1,1,1,1,1,5,5,1,5,3,1,1,3,2,2,11,11,11,4,4,8,8,2,4,6,6,11,11,11,11,11,8,4,1,11,6,11,11,2,2,4,11,11,11,2,2,1,1,1,2,2,1,9,1,6,1,8,6,9,8,11,6,11,9,4,11,11,10,9,11,11,7,2,8,8,10,11,5,5,11,9,11,8,6,4,1,3,1,1,4,8,1,26,1,4,6,3,42,84,161,99,49,34,145,32,6,655,NA,TRUE,FALSE,10,10,1,0,"1,36"
"189",818,NA,NA,"base","interview",3,4,4,4,3,3,5,2,2,4,4,2,2,4,4,4,4,4,3,6,NA,6,6,6,5,8,6,8,3,11,1,11,6,9,7,3,9,1,11,2,6,1,6,1,6,2,7,1,1,6,3,1,1,1,4,3,4,3,4,4,4,5,5,5,6,9,8,8,11,8,7,1,7,3,2,2,1,6,6,2,1,6,1,1,6,1,6,6,1,4,8,4,9,6,2,4,1,2,1,1,3,1,1,21,2,9,4,7,56,107,845,69,71,24,212,24,5,1420,NA,TRUE,FALSE,10,10,2,1,"1,14"
"190",829,NA,NA,"base","interview",2,2,3,3,2,2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,9,4,6,2,8,7,9,2,2,7,8,8,8,8,8,7,2,3,4,9,6,7,7,2,3,5,10,3,9,4,3,3,2,3,3,2,2,6,1,2,2,5,3,6,7,6,5,10,7,7,9,9,6,6,9,7,5,4,3,3,8,8,5,6,4,7,7,7,6,4,2,6,5,3,2,5,4,26,2,3,7,15,90,126,181,90,67,35,202,28,7,841,NA,TRUE,FALSE,10,10,1,0,"0,93"
"191",832,NA,NA,"base","interview",3,2,3,4,2,2,5,2,1,1,1,3,1,1,3,1,2,3,2,3,4,1,5,1,2,2,1,9,6,8,6,11,11,2,1,4,2,8,10,6,6,6,9,1,1,8,9,9,6,2,6,6,9,6,6,4,4,1,1,4,6,5,5,9,6,10,1,9,9,10,11,11,9,9,6,8,6,8,6,6,7,11,4,1,7,4,1,10,1,5,9,3,11,11,11,9,6,8,9,2,4,9,4,24,2,6,7,4,319,116,356,115,63,27,367,39,5,1411,NA,TRUE,FALSE,10,10,1,0,"1,02"
"192",833,NA,NA,"base","interview",NA,NA,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,9,6,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,2,NA,NA,3,4,11,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,2,6,7,6,12,10,26,5,7,5,21,28,7,127,NA,TRUE,FALSE,10,10,79,79,"2,52"
"193",835,NA,NA,"base","interview",3,4,2,3,3,2,4,1,1,1,1,1,1,2,4,1,6,2,1,1,1,1,4,1,2,5,2,8,2,7,3,11,9,3,3,2,4,1,9,2,10,2,4,2,1,11,6,4,9,4,3,9,11,7,11,6,6,3,3,1,5,5,3,11,3,11,1,11,11,11,11,11,11,11,11,2,3,2,11,11,11,7,1,1,11,2,11,7,1,11,11,6,11,11,11,11,4,7,11,11,11,2,4,26,2,6,5,2,58,108,198,129,45,48,254,44,8,894,NA,TRUE,FALSE,10,10,1,0,"1,11"
"194",836,NA,NA,"base","interview",2,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,1,3,1,8,2,7,3,10,6,NA,3,1,8,10,11,10,10,11,10,8,9,2,11,2,10,10,1,1,7,11,8,10,4,3,2,2,1,1,1,1,5,1,4,2,9,5,7,7,7,5,11,9,7,10,10,8,9,11,6,6,9,9,5,8,9,9,9,8,8,9,6,5,4,7,4,5,3,4,6,5,22,1,3,7,7,72,113,283,128,61,33,233,145,16,1091,NA,TRUE,FALSE,10,10,1,1,"0,84"
"195",837,NA,NA,"base","interview",1,2,1,2,2,2,2,1,1,4,1,1,1,1,1,1,2,2,1,1,1,1,1,3,1,1,11,7,10,2,9,8,11,1,6,6,1,6,11,11,11,11,6,1,1,11,3,8,11,6,2,2,11,11,3,3,3,2,1,2,2,2,3,6,1,6,1,4,4,6,6,3,6,11,9,8,10,11,9,8,11,9,6,7,9,3,7,8,6,9,10,9,8,6,5,2,4,4,2,2,6,1,2,32,2,3,7,8,70,115,135,94,82,31,185,32,3,755,NA,TRUE,FALSE,10,10,1,0,"1,16"
"196",855,NA,NA,"base","interview",3,2,3,4,2,2,NA,4,2,3,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,4,5,4,7,11,9,11,1,1,5,11,11,11,8,11,11,8,1,1,11,9,11,11,3,3,11,11,9,11,4,3,NA,1,3,2,1,1,4,1,4,1,2,3,10,7,1,3,11,9,10,11,9,9,9,11,11,9,1,6,5,6,9,1,1,7,6,11,9,2,3,3,3,1,1,1,7,2,22,1,6,4,26,75,122,259,73,33,26,191,22,8,835,NA,TRUE,FALSE,10,10,3,2,"1,06"
"197",856,NA,NA,"base","interview",3,2,2,3,2,2,4,2,2,6,1,1,1,3,3,2,3,5,1,1,1,1,2,2,5,1,8,8,8,5,1,9,10,4,3,2,2,9,10,10,11,10,11,1,1,11,11,11,11,6,5,11,11,3,11,5,5,5,4,4,5,4,2,6,7,8,1,11,11,6,9,5,7,11,9,9,3,8,9,11,8,6,3,1,5,2,10,7,9,7,8,9,11,11,11,8,7,9,1,10,11,2,4,21,1,6,6,3,62,78,90,93,37,15,110,36,9,533,NA,TRUE,FALSE,10,10,1,0,"1,54"
"198",857,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,6,8,1,10,6,10,1,1,3,3,11,11,9,11,9,11,1,1,11,2,10,11,3,1,5,11,6,2,4,5,3,3,3,2,2,2,10,10,10,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,1,3,4,3,28,91,146,63,64,25,141,31,2,594,NA,TRUE,FALSE,10,10,1,0,"1,72"
"199",860,NA,NA,"base","interview",4,4,3,3,2,1,4,3,2,5,3,3,4,3,4,3,4,4,3,4,4,4,5,5,4,1,5,9,3,8,7,9,9,7,6,4,4,3,7,7,7,6,4,5,5,5,6,6,4,8,7,8,6,3,5,5,5,4,4,6,4,5,5,8,4,11,1,9,9,10,9,6,7,9,3,6,5,6,10,3,2,6,3,1,5,1,8,4,3,1,4,1,8,6,8,4,9,7,6,2,6,2,4,26,1,8,7,2,59,73,84,67,31,20,94,14,3,447,NA,TRUE,FALSE,10,10,1,0,"1,91"
"200",866,NA,NA,"base","interview",1,3,1,2,1,2,1,1,1,1,1,1,1,4,1,1,4,1,1,6,2,1,1,3,1,1,10,1,11,3,11,11,11,1,1,7,5,3,11,9,11,10,11,1,3,11,11,11,11,1,1,9,11,4,8,6,1,1,1,4,1,1,1,8,1,6,1,11,9,11,8,11,8,10,11,11,10,11,8,4,8,11,7,4,9,4,11,10,8,6,7,11,11,8,2,9,2,2,11,2,8,4,6,28,2,4,7,4,69,239,142,151,89,66,1225,28,2,964,NA,TRUE,FALSE,10,10,1,0,"1,2"
"201",868,NA,NA,"base","interview",1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,5,3,1,3,1,2,1,2,2,1,7,4,11,1,10,6,11,1,1,11,6,9,5,10,11,11,11,1,1,11,6,7,11,1,1,3,11,6,3,6,2,1,1,2,1,1,1,5,1,6,1,8,2,8,10,9,6,8,9,11,11,11,8,7,8,8,10,9,8,9,11,11,5,8,10,8,9,6,3,3,6,6,2,1,4,6,4,27,2,2,7,7,64,139,178,271,56,59,175,26,4,979,NA,TRUE,FALSE,10,10,1,0,"1,05"
"202",872,NA,NA,"base","interview",3,4,3,2,1,2,3,3,1,1,1,1,1,3,1,1,5,2,1,1,1,1,2,1,2,1,4,5,6,8,11,11,11,3,1,11,6,1,11,11,11,11,11,5,1,11,8,11,11,11,1,1,11,1,1,4,1,1,1,2,2,1,1,4,4,6,1,8,6,9,11,9,4,11,1,11,11,10,1,6,11,11,11,11,1,6,11,11,5,1,11,6,11,6,6,3,6,7,4,1,2,1,4,24,1,4,3,50,155,137,1206,161,103,137,289,57,19,1275,NA,TRUE,FALSE,10,10,1,0,"0,46"
"203",874,NA,NA,"base","interview",2,2,1,1,1,1,3,1,1,4,1,1,1,5,1,1,3,2,2,2,2,2,2,4,3,1,9,8,6,6,9,10,10,3,4,7,3,6,11,8,11,6,8,2,2,9,5,8,8,5,5,6,8,3,8,3,2,2,2,3,3,3,3,7,4,10,1,9,5,10,11,5,7,9,6,6,8,9,1,7,7,11,6,4,5,7,11,9,2,4,7,3,11,9,3,7,3,8,2,1,5,3,2,24,1,5,7,5,39,54,106,68,31,21,99,23,8,454,NA,TRUE,FALSE,10,10,1,0,"1,69"
"204",877,NA,NA,"base","interview",1,1,1,1,1,1,1,1,1,2,2,1,1,2,5,1,4,2,1,1,1,4,1,2,1,1,4,1,4,1,9,3,6,1,1,11,1,6,6,11,9,9,11,1,1,8,1,4,11,2,1,1,9,1,1,2,2,1,1,1,1,1,1,1,1,2,1,3,1,1,2,2,1,11,11,11,11,11,3,11,11,11,11,11,7,8,11,11,6,11,7,11,11,3,4,1,2,1,1,1,1,1,1,20,2,1,4,31,130,159,313,139,104,153,247,57,16,1349,NA,TRUE,FALSE,10,10,1,0,"0,54"
"205",885,NA,NA,"base","interview",2,2,2,1,1,1,3,1,1,2,2,2,2,1,1,1,2,6,1,2,1,1,2,1,1,6,11,8,9,6,6,8,11,1,3,5,10,11,9,10,11,11,11,1,2,11,4,10,11,2,2,2,11,5,10,3,3,1,1,3,4,3,2,4,1,4,1,9,11,11,11,6,4,11,11,11,9,11,11,11,11,11,11,6,11,4,11,9,11,6,6,11,11,6,5,4,2,3,3,3,4,4,2,23,1,5,4,45,378,290,165,152,60,94,209,36,4,1433,NA,TRUE,FALSE,10,10,1,0,"0,71"
"206",889,NA,NA,"base","interview",1,3,2,1,1,1,2,1,1,5,1,4,1,2,5,1,6,5,5,6,2,1,3,3,1,1,3,3,9,4,9,8,4,1,4,4,1,11,1,9,11,11,11,1,1,11,6,11,11,3,1,1,11,1,11,1,1,1,1,2,2,2,1,9,9,8,1,9,4,9,9,9,4,11,11,11,9,11,9,9,11,9,9,11,9,6,11,11,9,9,9,11,11,9,9,6,1,6,2,1,8,4,1,46,1,2,7,96,89,120,155,144,64,43,159,35,12,833,NA,TRUE,FALSE,10,10,1,0,"0,79"
"207",912,NA,NA,"base","interview",3,4,3,4,2,2,3,2,2,3,1,3,2,3,3,1,3,3,2,1,1,1,1,3,2,6,2,6,6,6,6,9,11,6,6,6,6,8,6,7,11,7,5,2,1,11,5,6,6,3,3,6,11,2,10,4,4,3,3,4,4,3,3,6,4,4,3,6,6,8,10,6,6,7,10,4,7,7,6,6,6,8,6,NA,5,5,8,5,3,5,6,6,7,6,6,7,4,6,6,NA,7,1,6,20,1,4,4,3,154,113,156,189,126,27,161,43,8,980,NA,TRUE,FALSE,10,10,2,2,"1,04"
"208",916,NA,NA,"base","interview",1,2,3,3,2,2,2,3,2,2,2,2,2,3,3,1,2,6,1,6,4,6,6,5,1,1,10,5,6,6,2,11,7,4,3,1,6,7,11,8,8,7,6,3,2,8,4,7,11,5,2,10,9,1,9,4,5,5,2,4,2,3,3,6,4,6,1,6,6,6,6,6,6,6,6,7,4,9,6,6,6,7,6,3,6,2,6,5,5,5,7,6,6,7,6,6,6,6,6,4,7,6,7,29,2,5,7,10,101,177,210,127,57,36,141,28,3,890,NA,TRUE,FALSE,10,10,1,0,"1,05"
"209",937,NA,NA,"base","interview",1,1,2,4,4,2,1,1,1,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,11,1,6,1,6,11,11,1,1,1,1,11,11,11,11,11,11,3,1,11,1,4,11,4,1,1,11,NA,1,2,1,1,1,3,4,2,2,1,1,1,1,4,1,9,6,1,1,9,6,11,1,11,6,8,6,6,1,1,1,1,7,8,1,1,1,1,11,1,1,1,1,1,1,1,1,7,1,27,2,6,7,528,64,170,180,143,120,32,165,122,5,1013,NA,TRUE,FALSE,10,10,1,0,"0,75"
"210",951,NA,NA,"base","interview",3,5,5,5,5,5,5,5,4,6,1,2,2,1,1,1,6,1,1,1,1,1,1,2,3,NA,NA,NA,NA,NA,11,NA,11,NA,NA,NA,NA,11,NA,9,11,11,1,NA,NA,11,11,1,11,NA,1,NA,11,11,11,4,4,3,4,5,5,1,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,11,11,11,11,11,11,11,11,NA,11,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,27,1,1,7,6,60,86,117,76,19,18,93,20,2,497,NA,TRUE,FALSE,10,10,10,9,"1,86"
"211",955,NA,NA,"base","interview",3,3,2,1,1,1,2,2,2,3,3,2,2,2,2,1,3,2,2,2,2,2,2,2,2,1,1,5,9,1,5,6,9,1,1,8,3,7,9,8,11,11,11,1,1,10,3,5,11,3,4,2,11,4,5,4,3,3,2,3,2,2,3,7,6,5,1,7,3,8,8,8,6,10,9,11,11,9,11,9,10,11,9,11,8,10,9,9,4,5,9,6,10,7,7,7,3,7,8,9,1,7,7,18,2,3,4,18,88,107,129,73,36,22,231,33,2,739,NA,TRUE,FALSE,10,10,1,0,"1,3"
"212",965,NA,NA,"base","interview",2,4,3,4,2,1,3,2,2,4,1,2,4,3,3,3,3,1,1,3,4,2,3,2,3,1,9,6,6,6,6,6,8,1,2,3,3,9,11,6,9,9,11,1,1,6,7,10,10,NA,5,1,9,5,6,2,2,2,2,4,5,3,2,9,1,7,1,9,1,11,10,8,9,9,9,11,1,8,11,11,9,8,8,1,7,4,9,6,11,9,8,11,9,8,2,NA,3,1,5,2,4,6,3,27,2,5,5,17,93,161,199,129,67,41,177,72,2,958,NA,TRUE,FALSE,10,10,2,1,"0,99"
"213",970,NA,NA,"base","interview",3,3,2,2,2,1,1,1,1,2,1,1,1,2,1,1,4,1,1,1,1,1,1,2,2,1,11,9,10,7,11,11,8,1,6,9,6,9,7,8,11,9,1,1,1,11,10,11,11,9,9,9,11,11,11,6,1,1,1,1,1,1,6,6,8,4,1,7,3,11,11,6,9,11,8,9,7,11,7,9,9,8,10,2,8,8,11,10,1,4,9,3,10,8,7,5,1,7,2,1,7,8,2,28,4,4,4,29,187,166,902,129,82,35,593,50,16,2189,NA,TRUE,FALSE,10,10,1,0,"0,54"
"214",1005,NA,NA,"base","interview",3,4,2,4,2,2,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,9,6,9,6,8,11,11,2,1,3,6,4,11,9,11,11,10,3,1,11,6,9,9,1,6,9,11,11,6,4,3,1,1,3,4,2,1,6,5,6,1,6,4,7,6,5,7,11,9,11,9,11,6,11,11,6,6,6,4,3,11,11,3,3,8,3,8,7,8,4,4,6,6,1,6,6,2,24,1,3,4,7,41,59,103,50,42,20,129,17,5,473,NA,TRUE,FALSE,10,10,1,0,"1,67"
"215",1012,NA,NA,"base","interview",1,2,1,3,2,1,2,2,2,4,1,1,1,1,3,1,4,5,1,3,1,1,2,3,1,1,8,6,9,1,7,8,8,1,1,5,3,8,9,7,10,9,11,1,1,11,6,11,11,7,3,3,11,6,9,4,4,3,1,3,3,2,1,5,1,7,1,8,1,10,8,7,6,11,9,8,8,11,9,7,8,9,9,9,10,8,9,9,6,3,8,4,10,8,7,1,1,1,1,8,5,3,1,22,2,3,4,15,130,108,155,168,353,41,180,45,8,903,NA,TRUE,FALSE,10,10,1,0,"0,76"
"216",1014,NA,NA,"base","interview",1,2,1,2,2,2,2,1,2,4,1,1,1,1,1,1,2,4,1,3,1,1,2,1,1,1,6,11,11,1,7,9,11,1,1,10,8,10,7,11,11,11,11,1,1,11,4,11,11,2,1,1,11,11,6,2,2,1,1,2,2,2,1,6,1,4,1,5,1,11,10,6,2,11,11,11,11,11,11,9,11,11,11,8,11,10,10,11,8,9,10,9,8,6,4,4,2,2,1,1,4,1,4,37,2,1,7,49,67,122,188,121,55,58,217,21,16,914,NA,TRUE,FALSE,10,10,1,0,"0,85"
"217",1015,NA,NA,"base","interview",1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,1,1,6,1,7,1,4,8,10,1,1,10,4,10,11,11,11,10,10,2,1,10,1,8,10,1,1,3,11,11,8,4,4,4,2,2,3,2,2,4,1,3,1,4,2,6,6,5,1,9,8,10,10,11,6,6,9,9,8,6,6,8,10,10,6,6,8,6,10,7,6,2,2,2,2,1,3,1,1,29,2,3,7,10,51,81,102,62,46,37,116,14,6,525,NA,TRUE,FALSE,10,10,1,0,"1,45"
"218",1016,NA,NA,"base","interview",2,1,4,5,2,1,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,4,1,10,4,11,11,11,11,11,1,1,3,6,11,11,11,11,11,5,11,1,11,10,11,11,3,6,8,11,11,10,5,5,4,3,NA,5,3,3,11,6,11,4,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,6,11,4,11,11,11,11,11,10,11,11,11,11,11,11,11,11,11,8,11,23,1,7,4,407,389,229,811,230,108,88,1116,60,442,2107,NA,TRUE,FALSE,10,10,1,1,"0,3"
"219",1021,NA,NA,"base","interview",2,2,1,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,11,9,11,3,4,7,11,1,3,6,5,11,11,11,11,11,11,2,1,11,3,11,11,8,1,5,11,11,6,5,5,4,1,4,4,1,1,10,5,11,1,9,5,11,11,8,6,11,11,11,4,8,11,11,11,7,8,8,9,8,5,6,9,11,11,11,11,11,9,10,5,9,7,3,10,9,8,25,1,3,7,14,48,72,101,49,73,155,112,16,2,642,NA,TRUE,FALSE,10,10,1,0,"1,55"
"220",1023,NA,NA,"base","interview",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,NA,7,7,7,1,10,8,9,2,2,6,5,8,11,8,11,11,11,5,2,11,8,11,11,8,8,8,11,11,8,3,3,2,2,2,1,1,1,8,4,7,1,7,3,10,8,8,6,10,9,2,6,10,10,10,8,11,6,5,6,8,11,11,5,7,8,8,10,7,7,6,5,6,5,2,6,6,5,20,1,3,4,21,66,131,283,87,49,32,238,37,5,949,NA,TRUE,FALSE,10,10,1,0,"0,93"
"221",1027,NA,NA,"base","interview",2,4,3,2,2,2,3,2,2,4,2,3,2,4,4,2,3,2,2,3,3,3,2,4,3,1,5,5,3,3,4,7,9,3,1,3,1,7,9,8,6,NA,7,2,2,NA,6,5,8,3,NA,8,4,3,8,4,4,4,4,4,3,3,2,6,3,6,1,6,6,6,7,5,5,6,6,6,6,9,4,6,5,5,4,3,4,3,9,9,4,3,5,4,7,7,6,6,5,5,5,3,7,4,5,22,2,5,7,424,116,188,276,186,80,35,218,43,6,1160,NA,TRUE,FALSE,10,10,1,0,"0,67"
"222",1041,NA,NA,"base","interview",1,1,1,2,3,2,1,2,1,1,1,1,1,1,1,1,1,6,1,5,1,1,1,1,1,1,10,NA,5,1,2,10,11,1,1,5,1,11,10,3,11,11,11,2,1,11,6,1,11,11,1,1,11,NA,4,3,2,1,2,1,1,1,1,6,4,11,1,5,6,9,5,6,2,11,11,11,9,11,6,9,8,11,1,9,3,8,11,11,2,5,9,7,10,6,6,5,3,7,3,1,8,5,3,19,2,2,4,36,159,169,275,121,64,28,251,59,12,1174,NA,TRUE,FALSE,10,10,2,1,"0,67"
"223",1042,NA,NA,"base","interview",1,2,2,3,2,3,3,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,NA,4,NA,6,2,7,8,9,1,2,10,3,3,11,8,10,6,2,1,1,9,6,8,10,6,6,10,11,6,8,5,3,2,2,3,4,1,1,7,3,6,2,6,6,7,7,6,6,8,8,6,8,6,7,8,8,11,8,1,6,9,11,11,1,2,7,4,11,6,6,3,7,6,6,1,3,6,2,20,1,4,4,33,108,151,197,92,60,29,248,27,4,949,NA,TRUE,FALSE,10,10,1,0,"0,93"
"224",1051,NA,NA,"base","interview",2,5,3,4,3,2,4,3,2,4,3,3,2,4,3,2,4,2,2,1,2,1,1,1,2,5,5,8,5,6,8,7,11,4,4,6,3,11,10,8,11,6,5,1,1,8,8,7,5,5,1,6,8,5,10,5,5,3,3,4,4,3,3,7,2,2,1,8,7,8,5,5,6,7,5,7,7,8,5,6,6,3,3,4,6,6,7,6,2,2,6,3,5,7,6,6,5,6,5,1,6,4,4,23,1,4,4,21,84,110,357,91,43,23,373,36,8,1146,NA,TRUE,FALSE,10,10,1,0,"0,89"
